"","Id","MSSubClass","MSZoning","LotFrontage","LotArea","LotShape","LotConfig","Neighborhood","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","Foundation","BsmtQual","BsmtExposure","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","HeatingQC","1stFlrSF","2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","TotRmsAbvGrd","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","WoodDeckSF","OpenPorchSF","EnclosedPorch","3SsnPorch","ScreenPorch","PoolArea","Fence","MiscVal","MoSold","YrSold","SaleCondition","SalePrice"
"1242",1242,"1-STORY 1946 and NEWER ALL STYLES","Residential Low Density",83,9849,"Regular","Inside lot","Somerset","Single-family Detached","One story",7,6,2007,2007,"Hip","Vinyl Siding","Vinyl Siding","Stone",0,"Good","Poured Contrete","Good (90-99 inches)","Average Exposure (split levels or foyers typically score average or above)",0,"Unfinished",0,1689,1689,"Excellent",1689,0,0,1689,0,0,2,0,3,1,7,0,"No Fireplace","Attached to home",2007,"Rough Finished",3,954,0,56,0,0,0,0,"No Fence",0,6,2007,"Home was not completed when last assessed (associated with New Homes)",248328
"1243",1243,"SPLIT FOYER","Residential Low Density",85,10625,"Regular","Inside lot","Northwest Ames","Single-family Detached","Split Foyer",7,6,1974,1974,"Gable","Plywood","Plywood","Brick Face",81,"Average/Typical","Cinder Block","Good (90-99 inches)","Good Exposure",885,"Low Quality",168,0,1053,"Average/Typical",1173,0,0,1173,1,0,2,0,3,1,6,2,"Average - Prefabricated Fireplace in main living area or Masonry Fireplace in basement","Attached to home",1974,"Rough Finished",2,528,0,120,0,0,0,0,"Minimum Privacy",0,1,2010,"Sale between family members",170000
"1244",1244,"1-STORY 1946 and NEWER ALL STYLES","Residential Low Density",107,13891,"Regular","Inside lot","Northridge Heights","Single-family Detached","One story",10,5,2006,2006,"Gable","Vinyl Siding","Vinyl Siding",NA,0,"Excellent","Poured Contrete","Excellent (100+ inches)","Good Exposure",1386,"Unfinished",0,690,2076,"Excellent",2076,0,0,2076,1,0,2,1,2,1,7,1,"Good - Masonry Fireplace in main level","Attached to home",2006,"Finished",3,850,216,229,0,0,0,0,"No Fence",0,9,2006,"Home was not completed when last assessed (associated with New Homes)",465000
"1245",1245,"2-STORY 1945 and OLDER","Residential Low Density",69,11435,"Slightly irregular","Corner lot","Crawford","Single-family Detached","Two story",8,7,1929,1950,"Gable","Brick Face","Stucco","None",0,"Average/Typical","Poured Contrete","Good (90-99 inches)","No Exposure",0,"Unfinished",0,792,792,"Fair",792,725,0,1517,0,0,1,0,3,1,7,2,"Good - Masonry Fireplace in main level","Detached from home",1931,"Unfinished",2,400,0,0,0,0,0,0,"No Fence",0,6,2006,"Normal Sale",230000
"1246",1246,"SPLIT OR MULTI-LEVEL","Residential Low Density",78,12090,"Regular","Inside lot","Northwest Ames","Single-family Detached","Split Level",6,7,1984,2003,"Hip","Vinyl Siding","Vinyl Siding","Brick Face",74,"Average/Typical","Cinder Block","Good (90-99 inches)","No Exposure",0,"Unfinished",0,585,585,"Excellent",1140,728,0,1868,0,0,3,1,3,1,7,1,"Average - Prefabricated Fireplace in main living area or Masonry Fireplace in basement","Built-In (Garage part of house - typically has room above garage)",1984,"Finished",2,477,268,112,0,0,147,0,"No Fence",0,1,2007,"Abnormal Sale -  trade, foreclosure, short sale",178000
"1247",1247,"2-STORY 1946 and NEWER","Floating Village Residential",65,8125,"Regular","Inside lot","Somerset","Single-family Detached","Two story",7,5,2005,2006,"Gable","Vinyl Siding","Vinyl Siding","None",0,"Good","Poured Contrete","Good (90-99 inches)","No Exposure",0,"Unfinished",0,756,756,"Excellent",756,797,0,1553,0,0,2,1,3,1,6,0,"No Fireplace","Attached to home",2005,"Rough Finished",2,615,0,45,0,0,0,0,"No Fence",0,3,2006,"Home was not completed when last assessed (associated with New Homes)",186500
"1248",1248,"SPLIT OR MULTI-LEVEL","Residential Low Density",69,12328,"Slightly irregular","Inside lot","Mitchell","Single-family Detached","Split Level",6,5,1976,1976,"Gable","Hard Board","Hard Board","Brick Face",335,"Average/Typical","Cinder Block","Typical (80-89 inches)","Average Exposure (split levels or foyers typically score average or above)",539,"Unfinished",0,473,1012,"Average/Typical",1034,0,0,1034,1,0,1,0,3,1,6,0,"No Fireplace","Attached to home",1976,"Unfinished",3,888,0,0,0,0,0,0,"No Fence",0,5,2010,"Normal Sale",169900
"1249",1249,"2-1/2 STORY ALL AGES","Residential Medium Density",60,9600,"Regular","Inside lot","Old Town","Single-family Detached","Two and one-half story: 2nd level unfinished",6,5,1917,1950,"Gable","Asbestos Shingles","Asbestos Shingles","None",0,"Average/Typical","Brick and Tile","Good (90-99 inches)","No Exposure",319,"Unfinished",0,416,735,"Fair",1134,924,0,2058,0,0,1,1,3,1,8,1,"Good - Masonry Fireplace in main level","Detached from home",1950,"Unfinished",2,396,0,0,259,0,0,0,"No Fence",0,4,2008,"Normal Sale",129500
"1250",1250,"1-STORY 1946 and NEWER ALL STYLES","Residential Low Density",60,7200,"Regular","Inside lot","NAmes","Single-family Detached","One story",5,7,1950,1950,"Gable","Metal Siding","Metal Siding","None",0,"Average/Typical","Cinder Block","Typical (80-89 inches)","No Exposure",534,"Average Rec Room",96,246,876,"Average/Typical",988,0,0,988,0,0,1,0,3,1,6,0,"No Fireplace","Attached to home",1950,"Unfinished",1,276,0,80,0,0,0,0,"No Fence",0,5,2007,"Normal Sale",119000
"1251",1251,"1-STORY 1946 and NEWER ALL STYLES","Residential Low Density",93,11160,"Regular","Corner lot","NAmes","Single-family Detached","One story",7,5,1968,1968,"Hip","Brick Face","Brick Face","None",0,"Good","Cinder Block","Typical (80-89 inches)","No Exposure",1065,"Unfinished",0,1045,2110,"Excellent",2110,0,0,2110,1,0,2,1,3,1,8,2,"Average - Prefabricated Fireplace in main living area or Masonry Fireplace in basement","Attached to home",1968,"Finished",2,522,0,0,0,0,0,0,"No Fence",0,4,2010,"Normal Sale",244000
"1252",1252,"1-STORY PUD (Planned Unit Development) - 1946 and NEWER","Residential Low Density",69,3136,"Slightly irregular","Corner lot","Northridge Heights","Townhouse End Unit","One story",7,5,2003,2003,"Gable","Vinyl Siding","Wd Shng","Stone",163,"Good","Poured Contrete","Good (90-99 inches)","No Exposure",0,"Unfinished",0,1405,1405,"Excellent",1405,0,0,1405,0,0,2,0,2,1,6,1,"Good - Masonry Fireplace in main level","Attached to home",2003,"Rough Finished",2,478,148,36,0,0,0,0,"No Fence",0,3,2006,"Normal Sale",171750
"1253",1253,"1-STORY 1946 and NEWER ALL STYLES","Residential Low Density",62,9858,"Regular","Inside lot","Mitchell","Single-family Detached","One story",5,6,1968,1968,"Gable","Hard Board","Hard Board","None",0,"Average/Typical","Cinder Block","Typical (80-89 inches)","No Exposure",510,"Unfinished",0,354,864,"Average/Typical",874,0,0,874,1,0,1,0,3,1,5,0,"No Fireplace","Attached to home",1968,"Rough Finished",1,288,33,0,0,0,0,0,"Good Wood",600,11,2009,"Normal Sale",130000
"1254",1254,"2-STORY 1946 and NEWER","Residential Low Density",69,17542,"Slightly irregular","Inside lot","Veenker","Single-family Detached","Two story",7,7,1974,2003,"Gable","Wood Siding","Wood Siding","None",0,"Good","Cinder Block","Typical (80-89 inches)","Good Exposure",125,"Average Living Quarters",1031,36,1192,"Average/Typical",1516,651,0,2167,1,0,2,1,3,1,9,2,"Good - Masonry Fireplace in main level","Attached to home",1974,"Rough Finished",2,518,220,47,0,0,0,0,"Minimum Privacy",0,7,2007,"Normal Sale",294000
"1255",1255,"2-STORY 1946 and NEWER","Residential Low Density",60,6931,"Regular","Inside lot","Edwards","Single-family Detached","Two story",7,5,2003,2004,"Gable","Vinyl Siding","Vinyl Siding","Stone",92,"Good","Poured Contrete","Good (90-99 inches)","No Exposure",0,"Unfinished",0,746,746,"Excellent",760,896,0,1656,0,0,2,1,3,1,7,1,"Good - Masonry Fireplace in main level","Built-In (Garage part of house - typically has room above garage)",2003,"Finished",2,397,178,128,0,0,0,0,"No Fence",0,7,2008,"Normal Sale",165400
"1256",1256,"1-1/2 STORY FINISHED ALL AGES","Residential Medium Density",52,6240,"Regular","Inside lot","Brookside","Single-family Detached","One and one-half story: 2nd level finished",6,6,1931,1950,"Gable","Wood Siding","Wood Siding","None",0,"Average/Typical","Brick and Tile","Typical (80-89 inches)","No Exposure",425,"Unfinished",0,459,884,"Average/Typical",959,408,0,1367,0,0,1,0,3,1,6,1,"Good - Masonry Fireplace in main level","Detached from home",1978,"Unfinished",1,560,0,0,0,0,120,0,"No Fence",0,11,2007,"Normal Sale",127500
"1257",1257,"1-STORY 1946 and NEWER ALL STYLES","Residential Low Density",91,14303,"Slightly irregular","Corner lot","Northridge","Single-family Detached","One story",8,5,1994,1994,"Hip","Hard Board","Hard Board","Brick Face",554,"Good","Poured Contrete","Good (90-99 inches)","Good Exposure",1314,"Unfinished",0,672,1986,"Excellent",1987,0,0,1987,1,0,2,0,2,1,7,1,"Average - Prefabricated Fireplace in main living area or Masonry Fireplace in basement","Attached to home",1994,"Finished",2,691,262,36,0,0,0,0,"No Fence",0,8,2008,"Normal Sale",301500
"1258",1258,"1-STORY 1945 and OLDER","Residential Low Density",56,4060,"Regular","Corner lot","Edwards","Single-family Detached","One story",5,8,1922,1950,"Gable","Wood Siding","Wood Siding","None",0,"Average/Typical","Poured Contrete","Fair (70-79 inches)","No Exposure",0,"Unfinished",0,864,864,"Excellent",864,0,0,864,0,0,1,0,2,1,4,0,"No Fireplace","No Garage",1922,"No Garage",0,0,0,96,0,0,0,0,"No Fence",0,7,2009,"Normal Sale",99900
"1259",1259,"SPLIT OR MULTI-LEVEL","Residential Low Density",59,9587,"Slightly irregular","Inside lot","Gilbert","Single-family Detached","Split Level",7,5,2005,2005,"Gable","Vinyl Siding","Vinyl Siding","Stone",182,"Good","Poured Contrete","Good (90-99 inches)","Good Exposure",655,"Unfinished",0,201,856,"Excellent",1166,0,0,1166,1,0,2,0,2,1,5,0,"No Fireplace","Attached to home",2005,"Finished",2,400,212,0,0,0,0,0,"No Fence",0,7,2008,"Normal Sale",190000
"1260",1260,"1-STORY 1946 and NEWER ALL STYLES","Residential Low Density",65,9750,"Regular","Frontage on 2 sides of property","NAmes","Single-family Detached","One story",6,8,1969,1969,"Gable","Hard Board","Hard Board","None",0,"Average/Typical","Cinder Block","Good (90-99 inches)","No Exposure",602,"Low Quality",438,14,1054,"Good",1054,0,0,1054,1,0,1,1,3,1,6,0,"No Fireplace","Attached to home",1969,"Unfinished",2,460,180,0,0,0,80,0,"No Fence",0,7,2008,"Normal Sale",151000
"1261",1261,"2-STORY 1946 and NEWER","Residential Low Density",69,24682,"Irregular","Cul-de-sac","Gilbert","Single-family Detached","Two story",6,5,1999,1999,"Gable","Vinyl Siding","Vinyl Siding","None",0,"Average/Typical","Poured Contrete","Good (90-99 inches)","No Exposure",0,"Unfinished",0,841,841,"Excellent",892,783,0,1675,0,0,2,1,3,1,7,1,"Average - Prefabricated Fireplace in main living area or Masonry Fireplace in basement","Built-In (Garage part of house - typically has room above garage)",1999,"Finished",2,502,0,103,0,0,0,0,"No Fence",0,6,2009,"Normal Sale",181000
"1262",1262,"1-STORY 1946 and NEWER ALL STYLES","Residential Low Density",80,9600,"Regular","Inside lot","NAmes","Single-family Detached","One story",5,6,1956,1956,"Hip","Metal Siding","Metal Siding","None",0,"Average/Typical","Cinder Block","Typical (80-89 inches)","No Exposure",504,"Unfinished",0,546,1050,"Good",1050,0,0,1050,0,0,1,0,2,1,5,0,"No Fireplace","Attached to home",1956,"Unfinished",1,338,0,0,0,0,0,0,"No Fence",0,6,2009,"Normal Sale",128900
"1263",1263,"1-1/2 STORY FINISHED ALL AGES","Residential Low Density",69,11250,"Regular","Inside lot","Clear Creek","Single-family Detached","One and one-half story: 2nd level finished",4,5,1957,1989,"Gable","Wood Siding","Wood Siding","None",0,"Average/Typical","Cinder Block","Typical (80-89 inches)","Average Exposure (split levels or foyers typically score average or above)",0,"Unfinished",0,1104,1104,"Excellent",1104,684,0,1788,1,0,1,0,5,1,8,2,"Average - Prefabricated Fireplace in main living area or Masonry Fireplace in basement","Attached to home",1957,"Unfinished",1,304,120,0,0,0,0,0,"No Fence",0,11,2009,"Normal Sale",161500
"1264",1264,"2-STORY 1945 and OLDER","Residential Low Density",60,13515,"Regular","Inside lot","Brookside","Single-family Detached","Two story",6,6,1919,1950,"Gambrel","Wood Siding","Wood Siding","None",0,"Average/Typical","Poured Contrete","Typical (80-89 inches)","No Exposure",0,"Unfinished",0,764,764,"Excellent",1060,764,0,1824,0,0,1,0,3,1,8,1,"Good - Masonry Fireplace in main level","Detached from home",1940,"Unfinished",2,520,0,0,126,0,0,0,"Good Privacy",0,7,2007,"Normal Sale",180500
"1265",1265,"1-STORY PUD (Planned Unit Development) - 1946 and NEWER","Residential High Density",34,4060,"Regular","Inside lot","NAmes","Townhouse End Unit","One story",6,5,1998,1999,"Gable","Metal Siding","Metal Siding","None",0,"Good","Poured Contrete","Good (90-99 inches)","No Exposure",266,"Unfinished",0,1139,1405,"Excellent",1337,0,0,1337,1,0,2,0,2,1,5,0,"No Fireplace","Attached to home",1998,"Finished",2,511,144,68,0,0,0,0,"No Fence",0,8,2008,"Abnormal Sale -  trade, foreclosure, short sale",181000
"1266",1266,"2-STORY PUD - 1946 and NEWER","Floating Village Residential",35,3735,"Regular","Frontage on 3 sides of property","Somerset","Townhouse End Unit","Two story",7,5,1999,1999,"Hip","Metal Siding","Metal Siding","Brick Face",218,"Good","Poured Contrete","Good (90-99 inches)","No Exposure",450,"Unfinished",0,241,691,"Excellent",713,739,0,1452,1,0,2,1,3,1,6,0,"No Fireplace","Detached from home",1999,"Unfinished",2,506,0,34,0,0,0,0,"No Fence",0,3,2006,"Normal Sale",183900
"1267",1267,"2 FAMILY CONVERSION - ALL STYLES AND AGES","Residential Medium Density",60,10120,"Slightly irregular","Inside lot","Old Town","2fmCon","Two and one-half story: 2nd level unfinished",7,4,1910,1950,"Hip","Wood Siding","Wood Siding","None",0,"Fair","Cinder Block","Typical (80-89 inches)","No Exposure",0,"Unfinished",0,925,925,"Average/Typical",964,925,0,1889,0,0,1,1,4,2,9,1,"Good - Masonry Fireplace in main level","Detached from home",1960,"Unfinished",1,308,0,0,264,0,0,0,"Minimum Privacy",0,1,2007,"Normal Sale",122000
"1268",1268,"1-STORY 1946 and NEWER ALL STYLES","Residential Low Density",89,13214,"Slightly irregular","Inside lot","Timberland","Single-family Detached","One story",9,5,2008,2009,"Hip","Stucco","CmentBd","None",0,"Excellent","Poured Contrete","Excellent (100+ inches)","Good Exposure",0,"Unfinished",0,2002,2002,"Excellent",2018,0,0,2018,0,0,2,0,3,1,10,1,"Good - Masonry Fireplace in main level","Attached to home",2009,"Finished",3,746,144,76,0,0,0,0,"No Fence",0,5,2010,"Normal Sale",378500
"1269",1269,"1-1/2 STORY FINISHED ALL AGES","Residential Low Density",69,14100,"Slightly irregular","Inside lot","Crawford","Single-family Detached","One and one-half story: 2nd level finished",8,9,1935,1997,"Gable","Stucco","Stucco","Brick Face",632,"Average/Typical","Cinder Block","Typical (80-89 inches)","Mimimum Exposure",192,"Unfinished",0,536,728,"Excellent",1968,1479,0,3447,0,0,3,1,4,1,11,2,"Good - Masonry Fireplace in main level","Built-In (Garage part of house - typically has room above garage)",1982,"Unfinished",3,1014,314,12,0,0,0,0,"Good Wood",0,5,2008,"Normal Sale",381000
"1270",1270,"1-1/2 STORY FINISHED ALL AGES","Residential Low Density",78,11344,"Regular","Inside lot","NAmes","Single-family Detached","One and one-half story: 2nd level finished",5,5,1958,1958,"Gable","Metal Siding","Metal Siding","Brick Face",180,"Average/Typical","Cinder Block","Typical (80-89 inches)","No Exposure",460,"Unfinished",0,414,874,"Average/Typical",874,650,0,1524,0,0,1,1,3,1,7,0,"No Fireplace","Attached to home",1958,"Unfinished",1,315,0,0,0,0,0,0,"Good Wood",0,7,2007,"Normal Sale",144000
"1271",1271,"1-STORY W/FINISHED ATTIC ALL AGES","Residential Low Density",69,23595,"Regular","Inside lot","Clear Creek","Single-family Detached","One story",7,6,1979,1979,"Shed","Plywood","Plywood","None",0,"Good","Poured Contrete","Good (90-99 inches)","Good Exposure",1258,"Unfinished",0,74,1332,"Average/Typical",1332,192,0,1524,2,0,0,1,0,1,4,1,"Average - Prefabricated Fireplace in main living area or Masonry Fireplace in basement","Attached to home",1979,"Finished",2,586,268,0,0,0,0,0,"No Fence",0,4,2010,"Normal Sale",260000
"1272",1272,"1-STORY 1946 and NEWER ALL STYLES","Residential Low Density",69,9156,"Slightly irregular","Inside lot","Northwest Ames","Single-family Detached","One story",6,7,1968,1968,"Hip","Brick Face","Brick Face","None",0,"Average/Typical","Cinder Block","Typical (80-89 inches)","No Exposure",0,"Unfinished",0,1489,1489,"Good",1489,0,0,1489,0,0,2,0,3,1,7,1,"Good - Masonry Fireplace in main level","Attached to home",1968,"Rough Finished",2,462,0,0,0,0,0,0,"No Fence",0,8,2009,"Normal Sale",185750
"1273",1273,"1-STORY 1946 and NEWER ALL STYLES","Residential Low Density",69,13526,"Slightly irregular","Cul-de-sac","Sawyer","Single-family Detached","One story",5,6,1965,1965,"Hip","Hard Board","Plywood","Brick Face",114,"Average/Typical","Cinder Block","Typical (80-89 inches)","No Exposure",560,"Low Quality",375,0,935,"Average/Typical",935,0,0,935,1,0,1,0,3,1,5,0,"No Fireplace","Attached to home",1965,"Unfinished",1,288,180,0,0,0,0,0,"Minimum Privacy",0,11,2006,"Normal Sale",137000
"1274",1274,"SPLIT OR MULTI-LEVEL","Residential Low Density",124,11512,"Slightly irregular","Corner lot","Edwards","Single-family Detached","Split Level",6,7,1959,2006,"Gable","Plywood","Plywood","Brick Face",84,"Average/Typical","Cinder Block","Typical (80-89 inches)","Average Exposure (split levels or foyers typically score average or above)",719,"Unfinished",0,300,1019,"Good",1357,0,0,1357,1,0,1,0,2,1,5,1,"Good - Masonry Fireplace in main level","Basement Garage",1959,"Rough Finished",1,312,0,0,0,0,163,0,"Good Privacy",0,5,2008,"Normal Sale",177000
"1275",1275,"1-1/2 STORY FINISHED ALL AGES","Residential Low Density",53,5362,"Regular","Corner lot","Crawford","Single-family Detached","One and one-half story: 2nd level finished",5,6,1910,2003,"Gable","Wood Siding","Wd Shng","None",0,"Average/Typical","Poured Contrete","Typical (80-89 inches)","No Exposure",0,"Unfinished",0,661,661,"Excellent",661,589,0,1250,0,0,2,0,3,1,8,1,"Good - Masonry Fireplace in main level","Detached from home",1985,"Unfinished",2,552,242,0,81,0,0,0,"No Fence",0,11,2007,"Normal Sale",139000
"1276",1276,"DUPLEX - ALL STYLES AND AGES","Residential Low Density",95,11345,"Regular","Corner lot","NAmes","Duplex","Two story",5,5,1948,1950,"Gable","Asbestos Shingles","Asbestos Shingles","Stone",567,"Average/Typical","Cinder Block","Typical (80-89 inches)","No Exposure",220,"Unfinished",0,708,928,"Good",928,992,0,1920,0,0,2,0,4,2,10,0,"No Fireplace","Detached from home",1948,"Unfinished",2,400,0,0,0,0,0,0,"No Fence",0,7,2007,"Normal Sale",137000
"1277",1277,"2-STORY 1946 and NEWER","Residential Low Density",69,12936,"Slightly irregular","Cul-de-sac","Northwest Ames","Single-family Detached","Two story",6,6,1972,1972,"Gable","Hard Board","Plywood","None",0,"Average/Typical","Cinder Block","Typical (80-89 inches)","No Exposure",593,"Unfinished",0,130,723,"Average/Typical",735,660,0,1395,0,1,1,1,3,1,6,1,"Average - Prefabricated Fireplace in main living area or Masonry Fireplace in basement","Attached to home",1972,"Unfinished",2,497,294,116,0,0,0,0,"No Fence",0,12,2009,"Normal Sale",162000
